,ig_page,ig_post_date,ig_content,ig_like_cnt,ig_comment_cnt,ig_extract_date
11,fwd_hk,1 month ago,"
                        【Online投保危疾保享限定優惠🤩】

個個人對保障嘅需求都唔同，FWD自主揀危疾保障計劃，梗有一款fit到您需要😎！無論您係想為自己準備全面啲嘅保障；抑或啱啱畢業budget唔多，想有基本保障傍身，您都可以按個人需要，選擇最適合您嘅產品🧡！ 
 
立即Online投保，即享限定優惠🎉！
👉https://bit.ly/3dTPkTg
------------------------------- 
 
【自主揀危疾保障計劃】 
✅3大疾病權益 & 特定器官之原位癌或早期癌症權益 - 針對佔富衛賠償額約90%嘅3大疾病: 癌症、急性心肌梗塞同中風（《富衛2020年理賠報告》之數據），甚至 
涵蓋原位癌或早期癌症權益 ，一旦確診癌症、急性心肌梗塞或中風會提供現有投保額100%一筆過賠償外，確診特定器官之原位癌或早期癌症更會提供原有投保額35%賠償，支持你及早就醫¹。 
✅危疾權益（自選權益） -  將保障延伸至額外59種指定危疾，提供現有投保額100%一筆過賠償¹，投保後為你適時的提供保障。 
✅3大疾病的額外醫療保障（自選權益）- 全港首創²，若3大疾病權益已支付及/或須支付， 而且於該病首次確診之日起計兩年內，當合資格治療費用達到規定金額，您可額外報銷就該病所產生並且超過指定限額嘅合資格費用。受最高限額所限³。令保障更全面！ 
✅不含儲蓄成分，以低保費，畀你最必需嘅保障 
✅網上簡易投保，最快30分鐘批核，投保額可高達250萬港元⁴ 
 
------------------------------- 
 
上述資料不包括保單的完整條款及受相關計劃之條款及細則約束，有關產品特點、保障權益及完整之條款、不保事項及主要產品風險詳情，請參閱富衛網站、相關產品小冊子及保單條款。 
 
標準計劃為自主揀危疾保障計劃 ，升級計劃為自主揀危疾保障計劃自選附加危疾權益﹐二合一計劃為自主揀危疾保障計劃自選附加危疾權益及3大疾病的額外醫療保障。 
 
優惠受條款及細則約束 
 
上述產品由富衛人壽保險（百慕達）有限公司承保。上述資料不包括保單的完整條款及受相關計劃之條款及細則約束，有關產品特點、保障權益及完整之條款、不保事項及主要產品風險詳情，請參閱富衛網站、相關產品小冊子及保單條款。 
 
*以實際年齡30歲非吸煙男性投保自主揀升級計劃100萬港元投保額之折後首年每月保費計算，保費均為四捨五入後最接近之數字。保費為非保證及不包括保險徵費。實際保費因人而異。 
¹只有被保人在保單生效日起首90日後出現相關疾病之首次徵狀、狀況及進行與相關疾病有關的診斷或手術，富衛方會支付3大疾病權益、特定器官之原位癌或早期癌症權益及危疾權益（如適用）。 3大疾病權益或危疾權益（如適用）僅支付一次，特定器官之原位癌或早期癌症可在指定情況下作出多於1次賠償，直至已支付及／或須支付的總索償額達原有投保額的100%為止。 
²於2021年8月31日由富衛與本港主要保險公司之危疾保險所作出的比較，3大疾病的額外醫療保障為全港首創。 
³最高限額為定期危疾系列下之所有保單的總原有投保額的100%或每名被保人於定期危疾系列下之所有保單的索償金額為1,000,000港元之較低者 
⁴如被保人實際年齡為 60至69歲，則最高投保額為 150萬港元。 
 
以上所有金額均為港元，所有年齡均為實際年齡。除非特別指明，所有年份均指保單年度。 
 
上述產品由富衛人壽保險（百慕達）有限公司（於百慕達註冊成立之有限公司）承保。 此廣告僅旨在香港使⽤，並不能詮釋為在香港境外出售、遊說購買或提供富衛的保險產品。本推廣的銷售及申請程序必須在香港境內進⾏及完成⼿續。 
                    ",25        ,0        ,20221003
0,prudential.hongkong,3 hours ago,"
                        【Jeffrey同黃德斌首次攜手帶你穿越時空】
如果有一次穿越時間嘅機會，你會去搵邊個？魏浚笙 @jeffreyngai  同 黃德斌 @kennywong8384 今次終於見面，究竟佢哋係咩關係？Jeffrey又為德斌做咗啲乜嘢？令德斌好想見到Jeffrey？情節有洋葱，慎入！

保誠用行動，保障您家，讓愛跨越時間。
詳情：pruhk.co/egi

 #保誠保險  #PrudentialHongKong  #保誠心繫每個家庭  #用行動  #讓愛跨越時間  #月月有入息  #傳承每代 
                    ",142        ,21        ,20221003
1,prudential.hongkong,1 month ago,"
                        【🔔Let Your Love Sing聽著毛孩說愛你🔔 送你主⼦專屬嘅唱歌短片，仲有機會演繹情歌MV！💕🎶】 

汪聲喵聲就聽得多，有冇聽過佢哋演唱莫扎特經典音樂？好想聽？今年9⽉30⽇前，做齊下⾯3步，我哋就會將⽑孩嘅聲⾳，製作成⼀段你主子專屬嘅唱歌短片送畀你！每位參與嘅毛孩家長都可以得到㗎！

唔止咁，保誠仲請嚟為MC、Collar、Ian、Jay Fung作曲嘅著名⾳樂⼈ @tma68 ，選出10位靚聲⽑孩，為佢哋創作⼀⾸全新獨家情歌MV，由佢哋🐱🐶做主角，唱出對你嘅愛意，讓🐱🐶用⾏動說愛你～❤️10⽉內會喺保誠嘅Facebook、Instagram同YouTube發佈！主人仲可獲得購物禮券！🌟🤩

🎁豐富獎品🎁：
😍每位參加者可得到用你家毛孩聲音製作嘅唱歌短片（片長約15秒）🎵
😍其中10位被選出嘅毛孩，將一齊演譯由T-Ma創作嘅獨家情歌MV🎶
😍選中嘅毛孩家長仲可贏取HK$1,000崇光百貨購物禮券💵

💖參加辦法💖：
1️⃣喺寧靜環境下，拍低⽑孩（一隻貓🐱或狗🐶）唔多於15秒嘅汪聲/喵聲同靚樣
（提示：影⽚需⼩於50MB，格式為MP4或MOV，全片淨係錄低寵物叫聲，有其他雜音例如人聲就製作唔到唱歌短片）
2️⃣喺保誠嘅網頁 https://bit.ly/3KyKabz 登記同上載短片
3️⃣保誠會為你製作專屬你毛孩嘅唱歌短片，再透過登記電郵送畀你！

*受條款及細則約束：https://pruhk.co/pet-video-tnc，詳情請登入 https://pruhk.co/pet-video-promo。

 #保誠保險  #讓愛代言  #PrudentialHongKong  #LetYourLoveSpeak  #LetYourLoveSing 
                    ",75        ,3        ,20221003
2,prudential.hongkong,2 months ago,"
                        【最後召集📢❗️保誠《提早退休不是夢：做好理財部署 退而不「憂」》網上講座】

保誠心繫每個家庭，推出一系列切合家庭需要嘅網上講座*。用行動，讓愛代言❤️！
大環境持續波動，令未來變數增多，應該點樣籌策一個穩建嘅退休計劃？🤔今次我哋誠邀CFP認可財務策劃師Ray Lee李澄幸先生同全方位財務策劃專家Gin Lee李明正先生，由淺入深教你部署理想退休方案同埋重點分析退休財富分配策略，即場更設有問答環節，等講座嘉賓為「你想」方案提供個人化建議👍🏻！

精彩內容包括：
1️⃣理想人生下半場，你想點就點？究竟要準備幾多退休金先算足夠？
2️⃣點解有啲人可以選擇提早退休？應該幾時開始籌劃穩健嘅理財部署？
3️⃣退休儲備達到理想金額就可以安枕無憂？點樣避免「辛苦錢」受隱藏風險侵蝕？

日期：2022年7月28日（星期四）
時間：6:30-7:30pm

🎉有獎問答環節*🎉
講座完結後，最快答啱簡單問題嘅6位參加者，更將獲安排參加10分鐘免費一對一諮詢環節，Ray同Gin兩位專家會為你提供個人化建議！

名額有限，立即把握最後機會喺7月24日或之前，去 https://bit.ly/3tRQfbM 登記參加啦！

*此講座及諮詢服務之內容資料及/或意見，並不代表保誠的立場，受條款及細則約束，詳情請參閱 https://pruhk.co/rg-tnc 

 #保誠保險  #PrudentialHongKong  #網上講座  #CFP認可財務策劃師  #RayLee  #全方位財務策劃專家  #GinLee  #退休方案  #理財部署  #財富規劃  #名額有限 
                    ",11        ,2        ,20221003
3,prudential.hongkong,2 months ago,"
                        【期間限定打卡熱點📢❗️保誠精選「寵愛寶」寵物保障 x 皓民冰室】

最新推出嘅保誠精選「寵愛寶」寵物保障*唔只用行動貼心守護毛孩寶貝，亦全方位支援毛孩同毛孩父母嘅休憩以及生活所需，致力守護你哋嘅身心健康！💪🏻

即日起至7月31日，保誠聯同皓民冰室打造獨一無二嘅保誠精選「寵愛寶」寵物保障期間限定店✨，等客戶同毛孩共享舒適又滿足嘅幸福時光！💕店內更提供狗狗餐單，歡迎到場向店員查詢。

皓民冰室現場提供多款拍照道具，支持客戶帶同毛孩一齊打卡，為毛孩影輯靚相！做齊以下步驟，仲可獲得小禮品一份^！🎁保誠精選「寵愛寶」寵物保障期間限定店好快就結束㗎喇，快啲將呢個好消息分享俾身邊朋友，趁假期一齊帶埋毛孩打卡兼拎禮物^啦！❤️

1）帶同毛孩到皓民冰室打卡影相（地點：將軍澳唐俊街21號翩匯坊地下17號舖）
2）將相片上傳至個人嘅Instagram帳戶
3）Tag @hoomanhousehk  同埋 @prudential.hongkong  
4）展示帖文俾皓民冰室店員即可獲得精美毛孩襟章一個^

*產品受條款及細則約束。有關詳細產品資料，請參閱產品小冊子及保單條款。
^數量有限，先到先得，送完即止。
受條款及細則約束。

 #保誠保險  #PrudentialHongKong  #用行動  #寵物保障  #寵物  #汪星人  #喵星人  #毛孩  #皓民冰室 
                    ",40        ,1        ,20221003
4,prudential.hongkong,2 months ago,"
                        【保誠《提早退休不是夢：做好理財部署 退而不「憂」》網上講座】

保誠心繫每個家庭，推出一系列切合家庭需要嘅網上講座*。用行動，讓愛代言❤️！

大環境持續波動，令未來變數增多，應該點樣籌策一個穩建嘅退休計劃？🤔今次我哋誠邀CFP認可財務策劃師Ray Lee李澄幸先生同全方位財務策劃專家Gin Lee李明正先生，由淺入深教你部署理想退休方案同埋重點分析退休財富分配策略，即場更設有問答環節，等講座嘉賓為「你想」方案提供個人化建議👍🏻！

精彩內容包括： 

1️⃣理想人生下半場，你想點就點？究竟要準備幾多退休金先算足夠？

2️⃣點解有啲人可以選擇提早退休？應該幾時開始籌劃穩健嘅理財部署？

3️⃣退休儲備達到理想金額就可以安枕無憂？點樣避免「辛苦錢」受隱藏風險侵蝕？

日期：2022年7月28日（星期四）
時間：6:30-7:30pm

📣有獎問答環節*📣
講座完結後，最快答啱簡單問題嘅6位參加者，更將獲安排參加10分鐘免費一對一諮詢環節，Ray同Gin兩位專家會為你提供個人化建議！機會難得，立即去 bit.ly/3tRQfbM 登記參加啦！

*此講座及諮詢服務之內容資料及/或意見，並不代表保誠的立場，受條款及細則約束，詳情請參閱 pruhk.co/rg-tnc

 #保誠保險  #PrudentialHongKong  #網上講座  #CFP認可財務策劃師  #RayLee  #全方位財務策劃專家  #GinLee  #退休方案  #理財部署  #財富規劃  #名額有限 
                    ",17        ,0        ,20221003
5,prudential.hongkong,3 months ago,"
                        【最後召集📢❗保誠《精明「傳承」秘笈：代代相傳無疆界》網上講座】

保誠心繫每個家庭，推出一系列切合家庭需要嘅網上講座*。用行動，讓愛代言！

根據保誠於5月初公佈「財富傳承規劃調查」嘅結果，發現高達87%受訪者認同佢嘅重要性，但過半數（54%）仍然未開始規劃。有見及此，今次我哋誠邀執業律師Albert So 蘇文傑先生，全面剖析點樣喺唔受地域限制嘅情況下，將辛苦經營嘅財富相傳世代，為所愛及早籌劃穩妥無憂嘅未來。 💕

精彩內容包括： 
1️⃣ 仲未決定晚年落腳地？不過財富增值同承傳計劃而家都可以決定？
2️⃣ 用遺囑去將資產留俾後代有咩風險？又點樣可以有效利用保險產品去避免？
3️⃣ 成日都話要規劃財富傳承，咁究竟幾時先係最佳時機呢？

日期：2022年6月21日（星期二）
時間：晚上6:30-7:30

📣有獎問答環節*📣
講座完結後，最快答啱簡單問題嘅6位參加者，更將獲安排參加10分鐘免費一對一諮詢環節，Albert就會為你提供個人化建議！

名額有限，萬勿錯過！即刻把握最後機會喺6月19日或之前，Click入 bit.ly/3tphOce 登記參加啦！

*此講座及諮詢服務之內容資料及/或意見，並不代表保誠的立場，受條款及細則約束，詳情請參閱 pruhk.co/as-tnc

 #保誠保險  #PrudentialHongKong  #網上講座  #蘇文傑律師  #財富傳承  #財富規劃  #名額有限 
                    ",9        ,0        ,20221003
6,prudential.hongkong,4 months ago,"
                        【保誠《精明「傳承」秘笈：代代相傳無疆界》網上講座】

保誠心繫每個家庭，推出一系列切合家庭需要嘅網上講座*。用行動，讓愛代言！

根據保誠於5月初公佈「財富傳承規劃調查」嘅結果，發現高達87%受訪者認同佢嘅重要性，但過半數（54%）仍然未開始規劃。有見及此，今次我哋誠邀執業律師Albert So 蘇文傑先生，全面剖析點樣喺唔受地域限制嘅情況下，將辛苦經營嘅財富相傳世代，為所愛及早籌劃穩妥無憂嘅未來。💕

精彩內容包括： 
1️⃣ 仲未決定晚年落腳地？不過財富增值同承傳計劃而家都可以決定？
2️⃣ 用遺囑去將資產留俾後代有咩風險？又點樣可以有效利用保險產品去避免？
3️⃣ 成日都話要規劃財富傳承，咁究竟幾時先係最佳時機呢？

日期：2022年6月21日（星期二）
時間：晚上6:30-7:30

📣有獎問答環節*📣
講座完結後，最快答啱簡單問題嘅6位參加者，更將獲安排參加10分鐘免費一對一諮詢環節，Albert就會為你提供個人化建議！機會難得，立即Click 入 bit.ly/3PPVGSa 登記參加啦！

*此講座及諮詢服務之內容資料及/或意見，並不代表保誠的立場，受條款及細則約束，詳情請參閱 pruhk.co/as-tnc

 #保誠保險  #PrudentialHongKong  #網上講座  #蘇文傑律師  #財富傳承  #財富規劃  #名額有限 
                    ",18        ,0        ,20221003
7,prudential.hongkong,4 months ago,"
                        【創造只屬於你嘅家庭虛擬化身“Famvatar”！心底話大召集📣】一句贏走HK$2,000超市現金券🎁

一張全家幅唔單止記錄低家人嘅樣貌，仲載滿同佢哋一齊嘅溫馨回憶📸。無論家人嘅樣貌點變，喺你心裏面嘅地位永遠不變。💖💞保誠重視每個家庭，依家就齊齊參加心底話大召集，話俾我哋知你想對家人講嘅窩心說話！

保誠為你帶嚟全新家庭虛擬化身Famvatar，俾你製作出屬於你嘅「全家幅」，仲可以用嚟做Family Stickers，喺社交媒體使用分享！喺保誠網頁簡單幾步就整到，今年6月12日或之前，仲可以參加「家庭虛擬化身Famvatar」有獎遊戲，隨時贏走HK$2,000超市現金券🎁！

➡️ 參加方法及家庭組別：
1. 去保誠網頁 pruhk.co/famvatar 製作Famvatar Sticker
2. 截圖一張Famvatar Sticker並上載到你個人嘅IG Story，連同一句你想同摯愛親友講嘅窩心說話（20個中文字內）
3. 喺IG story加上  #PRUFamvatarHK 同參賽組別嘅Hashtag
組別 1️⃣： #常見家庭（父母＋子女）
組別 2️⃣： #大家庭（任何親人，例如祖父母、表兄弟姊妹、侄子女等）
組別 3️⃣： #同居家庭
4. Tag埋 @prudential.hongkong  ，同埋將帳號設定為公開，我哋先會收到通知㗎！
5. 將IG Story截圖再Inbox我地，咁就完成啦！

📢 玩之前都記得參考一下 @prudential.HongKong  專頁內嘅Story Highlights！

有保誠Pulse App仲方便🤩！喺App內撳入「我的群組」再入「所有群組」，揀啱自己嘅家庭組別群組，喺「建立帖子」時上載一張你嘅Famvatar Sticker截圖同埋一句窩心說話（20個中文字內）。
*Pulse App最多只可以上載5MB檔案。

💖保誠會喺每個家庭組別分別選出5個說話最窩心嘅參賽者，每位送出HK$2,000 超市現金券 

➡️ 家庭虛擬化身Famvatar製作教學：
1. 登入網頁 pruhk.co/famvatar，逐一上載或拍攝每位家庭成員嘅個人照片（*必須為單人照，不適用於嬰兒）
2. 自由揀選每個家庭成員嘅衣著、飾物同配件等
3. 重覆以上步驟加入其他家庭成員
4. 網頁會製作你家庭嘅專屬Famvatar Sticker，可以下載同分享俾親友

參加日期：2022年5月27日至6月12日。

保誠將透過保誠Instagram嘅Direct Message或Pulse帖文留言區位置通知得獎者及收集個人資料以便安排領取現金禮券。受條款及細則約束：pruhk.co/famvatar-tnc

 #保誠保險  #PrudentialHongKong  #MadeForEveryFamily  #PRUFamvatarHK  #家庭虛擬化身Famvatar 
                    ",17        ,0        ,20221003
8,prudential.hongkong,4 months ago,"
                        【全新家庭虛擬化身Famvatar🧏🏻‍♂️，用不同方式，分享家庭嘅愛🥰！】

透過家庭虛擬化身Famvatar，用一個新模式去體會家庭嘅多元化，同屋企人一齊分享生活中每個精彩！🎊

即刻同屋企人一齊製作專屬嘅家庭虛擬化身Famvatar🤩，唔單止畀你自創造型同整Sticker，用全新角度體驗家庭樂趣👨‍👩‍👦，仲可以一齊參加嚟緊嘅有獎活動😎，簡單幾步就做到，仲諗？快啲試下啦！

立即Click入去我哋Bio條Link了解更多啦👨‍👩‍👧

 #保誠保險  #PrudentialHongKong  #用行動  #MadeForEveryFamily  #PRUFamvatarHK 
                    ",11        ,0        ,20221003
9,prudential.hongkong,4 months ago,"
                        【歡迎嚟到一個包容每個家庭嘅世界！🌏🥰】

你嘅家庭係溫馨倆口子👫抑或係有對寶貝仔女👨‍👩‍👧‍👦，甚至係幾代同堂👨‍👩‍👧‍👦👵👴？

無論你嘅家庭係點，你哋都係  #包容每個家庭嘅世界 嘅一份子！即刻去創造你同屋企人專屬嘅家庭虛擬化身 Famvatar，嚟緊仲有有獎活動等你哋一齊參與㗎🎡 ！

立即Click入去我哋Bio條Link了解更多啦👨‍👩‍👧

 #保誠保險  #PrudentialHongKong  #用行動  #MadeForEveryFamily  #PRUFamvatarHK 
                    ",29        ,2        ,20221003
10,prudential.hongkong,4 months ago,"
                        【保誠心繫每個家庭】

每一個家庭都係獨一無二，每一日我哋都好珍惜每個摯愛家庭成員嘅獨特💞！因為有佢哋，令你每日嘅生活都充滿愛🥰

無論你嘅家庭係點，我哋都支持同守護你哋嘅獨特之處。而家召集唔同家庭嘅面孔📣！誠意邀請你一齊建立一個  #包容每個家庭嘅世界 ，創造你同屋企人專屬嘅家庭虛擬化身Famvatar，以全新嘅方式一齊分享❤️！

立即Click入去我哋Bio條Link了解更多啦👨‍👩‍👧

 #保誠保險  #PrudentialHongKong  #用行動  #MadeForEveryFamily  #PRUFamvatarHK 
                    ",26        ,0        ,20221003
11,prudential.hongkong,4 months ago,"
                        【最後召集📢❗保誠《和「孩」共處抗疫境：建立孩子正面學習態度》網上講座】

保誠心繫每個家庭，推出一系列切合家庭需要嘅網上講座*。用行動，讓愛代言！

我哋邀請到曾經舉辦超過300場親子講座同課程嘅親子溝通學導師以及TEDx演說家Gary Lo盧家煒先生，👨‍👩‍👧同咁多位爹哋媽咪分享點可以喺疫境中保持正面心態，用更有效方法同孩子溝通👦🏻💬，仲設有即場問答環節。進一步提升親子關係！

節目內容：
1️⃣ 疫情期間同孩子喺屋企「困獸鬥」多咗磨擦，家長點可以做好EQ情緒管理 ？
2️⃣ 點樣透過「E-A-S-Y」溝通模式，簡單4步令家長同孩子都保持正面樂觀心態？
3️⃣ 點樣提升孩子嘅學習態度同能力？

日期：2022年5月26日（星期四）
時間：晚上6-7時

📣免費小組工作坊*📣
設有有獎問答環節，頭20位答啱問題嘅得獎者可以免費參加60分鐘小組工作坊。Gary到時就會進一步解答你嘅疑難，仲可以同其他家長互相交流親子相處心得！

名額有限，快啲把握最後機會喺5月22日或之前，Click入 pruhk.co/we-do-family-form 登記參加啦！

*受講座條款及細則約束，詳情請參閱 pruhk.co/we-do-family-form-tnc

 #保誠保險  #PrudentialHongKong  #網上講座  #GaryLo  #親子關係  #親子溝通  #名額有限 
                    ",22        ,0        ,20221003
0,bowtiehongkong,1 month ago,"
                        ☂突發社會實驗！Bowtie 共享遮出世喇！(免費！) ️

出街無帶遮好狼狽？唔驚！灣仔區嘅朋友可以嚟 Bow Coffee 免費攞一把去用！(無需消費)

秉承住「有人幫 無人Sell」嘅信念，我哋想喺保險以外嘅日常生活都可以為社區出一分力。就係咁，Bowtie 共享遮正式誕生！呢個係一個社會實驗，我哋會先喺我哋嘅社區 - 灣仔試行！🤗

我哋希望「互相幫助」可以細水長流，一個傳一個 👉🏻 當你用完 Bowtie 遮，可以傳俾下一個有需要嘅人，或者還返嚟 Bow Coffee 俾更多人用到。而以表感激你嘅參與，我哋嘅咖啡師會免費請你飲返杯咖啡！

「攞還攞」3步驟：
1. 「攞」: 唔記得帶遮？唔驚！嚟 Bow Coffee 攞一把去用！
2. 「還」: 用完，歡迎你得閒嘅時候還返畀 Bow Coffee 嘅咖啡師，接受我哋為你準備嘅少少心意 
3. 「攞」: 為咗多謝你，我哋會即時請你飲杯咖啡！☕

免費取遮點除咗Bow Coffee之外仲有Bowtie & JP Health！想飲咖啡嘅就要記得還去Bow Coffee俾Barista 喇 👐🏼

 #趕上夏天的尾巴  #無論係日曬雨淋定天有不測之風雲Bowtie都想為你遮風擋雨  #免費咖啡只限Bowtie遮  #每人限取一把  #有人幫無人Sell
-----------------------------------
條款及細則：
1. 為咗令更多人得到幫助，每人只限取一把 💪🏻

2. 今次嘅社會實驗會先試行兩個月 (2022年9月-10月)，如果反應熱烈，我哋會繼續試！

3. 只要將Bowtie 共享遮歸還到店內俾 Bow Coffee 咖啡師，可免費獲贈一杯價值 HKD $50 的咖啡

4. Bowtie 保留隨時修改本活動條款及細則之權利而毋須事先通知。如有任何爭議，Bowtie 及 Bow Coffee 保留最終決定權。 
                    ",151        ,0        ,20221003
1,bowtiehongkong,1 month ago,"
                        【 Bowtie 正式登陸中環街頭！😎🎀】

有人幫，無人Sell 就係 Bowtie 嘅保險態度！🤝🏻 

只要你有保險問題，我哋都會全程幫你！線上、Whatsapp、電話、真人查詢都無問題！✅

各位中環嘅朋友仔，8月見！🖖🏻

💬 線上 livechat：www.bowtie.com.hk

📞 電話/ Whatsapp：3008 8123

 #中環需要保障  #蘭桂坊需要保障  #答到盡Claim到順  #有人幫無人Sell  #繼續Debug保險  #客戶有心事  #我哋最想知  #保額突破400億  #MakeInsuranceGoodAgain 
                    ",106        ,0        ,20221003
2,bowtiehongkong,3 months ago,"
                        【  #Bowtie 真係有人幫 👨🏻‍💻  仲真係幫咗超過10萬個查詢！】

以為無經紀 = 無人幫？我哋正式宣布！經過 3 年嚟嘅努力，Bowtie 已經成功處理咗超過 10 萬個客戶查詢！係10萬個！喺10萬個查詢入面，我哋用咗唔同途徑希望以最方便大家嘅方式，幫大家解答問題 💁🏻‍♀️💁🏻‍♂️ 小編睇真啲，原來我哋嘅 CS 已經傾咗差唔多6萬個電話 📞🤭 

所以，如果你有保險問題？請放心 ❤️「因為有我哋喺度㗎嘛～」😌

大家最鍾意用邊種方式查詢保險問題呢？請留言話俾我哋知！ 💬 

即刻搵幫手 👉🏻 LINK in bio

 #Bowtie答到盡Claim到順  #有人幫無人Sell  #繼續Debug保險  #客戶有心事  #我哋最想知  #保額突破400億  #MakeInsuranceGoodAgain 
                    ",33        ,2        ,20221003
3,bowtiehongkong,6 days ago,"
                        【 #bowtie賠理claim 🧮 - 醫好鼻竇炎，從此瞓得好！】

🤧 呢排香港空氣污染愈嚟愈嚴重，鼻敏感、鼻塞甚至鼻水倒流真係好常見。如果長期鼻水倒流，連食藥都冇好轉，就好大機會已經患上鼻竇炎👃🏻及早做手術除咗有助舒緩日常呼吸，仲可以大大改善睡眠質素，但好多人都擔心手術費昂貴，未必可以負擔到 😵 今次就同大家分享一個鼻竇炎嘅真實理賠個案，等大家有個參考💪🏻

梁生 (化名) 自 1 月初起鼻水倒流，經醫生初步診斷及轉介，梁先生進行鼻及鼻竇兩側功能性內窺鏡手術，證實梁生患上鼻竇炎、鼻中隔偏曲同鼻甲肥大，需要接受鼻中隔成形術及鼻甲切除術 🩺💊

喺 Bowtie 自願醫保靈活 (基本) 計劃保障下，梁生於 5 月份安排進行鼻中隔成形術及鼻甲切除術，留醫 1 晚後順利出院。連同早前雙側功能性內視鏡鼻竇手術，兩項手術嘅醫療費合共 $162,765 ，而今次梁生總共獲得 $136,809 嘅賠償 💪🏻 處理好病症，梁生終於有覺好瞓喇！

 #bowtie賠理claim 系列會繼續同大家分享不同嘅 Bowtie 真實理賠個案，令大家對保險索償同埋應用不再陌生 💁🏻‍♀️ 💁🏻‍♂️ 遇到唔同情況都可以了解到醫療使費大概係幾多，有個預算 📝 ✅

 #Bowtie賠理Claim  #Bowtie賠幾多  #有Bowtie幫你  #答到盡  #Claim到順  #BowtiePink自願醫保  #Bowtie自願醫保  #醫保  #醫療  #危疾  #意外  #人壽  #自願醫保  #高端醫保  #人壽保  #危疾保  #癌症保  #公司醫保
___________________

以上個案只供參考，索償金額會因應實際醫療狀況而定。 
                    ",16        ,0        ,20221003
4,bowtiehongkong,2 weeks ago,"
                        【 #bowtie賠理claim 🧮 - 割息肉唔駛住院，仲有日間手術現金保障？ 】

💥 生活節奏急促令好多香港人成日食無定時，三餐變兩餐，胃痛肚痛一啲都唔陌生。好多人會忽視呢類小病痛，但其實係需要及早管理㗎 😣其實呢類型嘅病痛係可以進行日間檢查同手術，無需入院，時間上更方便，一齊睇吓呢個真實個案 💪🏻 

李生 (化名)一開始有胃痛同肚痛，經醫生初步診斷及轉介，李生進行咗食道、胃及十二指腸內窺鏡及結腸鏡嘅檢查，結果證實李生患上胃炎及直腸息肉，需要進行息肉切除術 🩺💊

喺 Bowtie 自願醫保靈活 (基本) 計劃保障下，李生輕鬆安排咗日間進行 i) 食道、胃十二指腸內窺鏡 及 ii) 結腸鏡檢查連息肉切除術，兩個項目都唔駛住院！扣除外科醫生費及手術室費後，仲額外獲得合共 $1,600 嘅日間手術現金保障 💪🏻一共獲得 $21,178 嘅總賠償，達到總費用嘅 106%！

類似李生嘅個案，我哋都經常處理，希望透過今次嘅分享幫大家了解更多，touchwood 有需要都可以及早就醫，唔駛擔心影響日常生活 😌 希望李生嚟緊繼續照顧好腸胃健康啊 🤗

  #bowtie賠理claim 系列會繼續同大家分享不同嘅 Bowtie 真實理賠個案，令大家對保險索償同埋應用不再陌生 💁🏻‍♀️ 💁🏻‍♂️ 遇到唔同情況都可以了解到醫療使費大概係幾多，有個預算 📝 ✅

了解更多有關日間手術嘅資訊： LINK in bio

  #Bowtie賠理Claim  #Bowtie賠幾多  #有Bowtie幫你  #答到盡  #Claim到順  #BowtiePink自願醫保  #Bowtie自願醫保  #醫保  #醫療  #危疾  #意外  #人壽  #自願醫保  #高端醫保  #人壽保  #危疾保  #癌症保  #公司醫保
___________________

以上個案只供參考，索償金額會因應實際醫療狀況而定。 
                    ",21        ,0        ,20221003
5,bowtiehongkong,2 weeks ago,"
                        除咗遮風擋雨，Bowtie共享遮仲可以防UV！ ⛱☀️☀️ 呢排雖然無落雨，但係keep住酷熱天氣警告同紫外線放題 🥵⚠️☄️ 出陣街就會黑咗兩度。

學天文台話齋，大家要適當防曬 🧴 🕶⛱，減低紫外線對皮膚🧴同眼睛 👀 嘅傷害啊！

用完共享遮嘅，得閒可以還返嚟 @bowcoffee.hk  ！我哋會請你飲返杯啡消消暑以示感謝 🤗 

 #你嗰邊落雨啫  #我呢邊無喎  #做好防曬  #防UV  #保護皮膚  #保護眼睛  #減低皮膚癌風險  #減低白內障風險  #日曬雨淋都有Bowtie  #Bowtie為你遮風擋雨擋UV  #Bowtie免費共享遮  #每人限取一把  #攞遮還遮攞咖啡  #免費咖啡只限bowtie遮同bowcoffee  #有人幫無人sell

記住以下取遮點 ✅

📍Bow Coffee
香港灣仔皇后大道東58-64號帝后商業中心地下A-D舖
@bowcoffee.hk  

📍Bowtie & JP Health
灣仔軒尼詩道 8-12 號中港大廈地下 B 號舖
@bowtiejphealth  

🤝🏻 Crew Coffee
灣仔皇后大道東156-164號安興大廈地下9A號舖
@crewcoffee.hk  

🤝🏻 MKK 馬景記印刷有限公司
灣仔蘭杜街2號地下 麗都大廈6號舖
https://www.makingkee.com/zh 
                    ",51        ,0        ,20221003
6,bowtiehongkong,3 weeks ago,"
                        又到月餅節喇 🌝 🥮 Bowtie 預祝大家中秋節快樂，人月兩團圓 🙆🏻‍♀️🙆🏻‍♂️ 

 #3日假希望大家食得晒啲月餅😆
 #唔使成個禮拜月餅當飯食 

 #Bowtie  #祝大家中秋節快樂 #MakeInsuranceGoodAgain 
                    ",44        ,0        ,20221003
