,ig_page,ig_post_date,ig_content,ig_like_cnt,ig_comment_cnt,ig_extract_date
13,prudential.hongkong,8 months ago,"
                        真係好開心有你哋支持《保誠 x SuperM We DO 網上演唱會及見面會》！ 多謝你哋嘅參與，同我哋同 @superm  一齊踏上一段令人難忘嘅健康之旅。🕺🕺
 
記住要保持積極樂觀嘅心態，繼續跳出身心健康，一齊活出健康， #WeDO it 🌟

It was a blast having you guys at our  #PRUxSuperM We DO Virtual Concert & Fan Meet! Thank YOU for joining us and @superm  on a wellness journey that was nothing short of amazing 🕺🕺
 
Let’s remember to stay positive and keep dancing for wellness, cuz’ if it feels good,  #WeDO it 🌟

 #英國保誠  #PrudentialHongKong  #PRUxSuperM 
                    ",796        ,7        ,20220419
14,prudential.hongkong,8 months ago,"
                        積極氣氛✨睇吓 @SuperM  對我哋充滿正能量嘅舞者們有咩睇法啦🕺

The Best  #WeDO Spirit is all✨good vibes✨Catch @superm   react to all the positive energy from our dance challenge! 👏

 #英國保誠  #PrudentialHongKong  #PRUxSuperM 
                    ",501        ,11        ,20220419
15,prudential.hongkong,8 months ago,"
                        唔知 @superm  又點睇呢？一齊睇吓啦 ⬇

 #WeDO... in a one-piece costume?! Who’s got the Most Unique Costume 🤔 Join @superm  as they react to funky outfits and rad looks in our dance challenge ⬇

 #英國保誠  #PrudentialHongKong  #PRUxSuperM 
                    ",796        ,42        ,20220419
16,prudential.hongkong,8 months ago,"
                        一齊同 @superm  睇吓最具創意嘅  #WeDO Dance啦 ⚡⚡

Special effects? Wacky props? Nothing's too crazy for these dancers 😛 Check out the Most Creative  #WeDO dances with @superm  ⚡⚡

 #英國保誠  #PrudentialHongKong  #PRUxSuperM 
                    ",524        ,6        ,20220419
17,prudential.hongkong,9 months ago,"
                        【🎉 Anson x Anson 🔥 We DO Dance神爭霸戰 – 終極Dance神隆重登場 🎉】

「🎵 Dance神攞獎真的很興奮～ 」

由MIRROR「雙son」 @_kisang_  同 @ansonlht  帶領嘅兩隊都跳得咁好，我哋全部都要！

而家宣佈  #Team神徒 同  #Team生粉 一齊成為終極Dance神🎉🎉！恭喜兩隊齊齊攞大獎🤩，每個參賽組別嘅豐富獎品包括︰
🎁 HK$3,000百貨公司禮券
🎁 Anson Lo或Anson Kong*各自嘅親筆簽名寶麗萊
🎁 SuperM限量版筆記簿同明信片套裝
🎁 《保誠 x SuperM We DO網上演唱會及見面會》專屬通行證

想睇返兩條Battle Team嘅精彩跳舞片？可以去我哋嘅IG重溫㗎！

大家畀啲掌聲👏🏻👏🏻👏🏻咁多位參賽者啦！喺咁短時間排咗  #WeDO 隻舞，仲跳得咁好，其實真係唔易㗎😍！

希望大家鍾意今次保誠  #WeDODance神爭霸戰 活動，嚟緊都可以繼續用行動活出健康💪🏻！

有關領獎詳情及安排，保誠將於2星期內透過Instagram DM與得獎者聯絡。

*根據參賽者喺參賽帖文上所選擇支持嘅隊伍而定。

 #WeDODance神爭霸戰  #Dance神攞獎真的很興奮  #AnsonLo  #Team神徒  #AnsonKong  #Team生粉  #英國保誠  #PrudentialHongKong  #WeDO  #PRUxSuperM 
                    ",1k        ,130        ,20220419
18,prudential.hongkong,9 months ago,"
                        聽吓 @superm  對我哋最佳組合跳嘅  #WeDO 舞步有咩睇法啦 🕺

How does teamwork make the dream work? Catch @superm  react to the Best Group  #WeDO dances below 🕺
 
 #英國保誠  #PrudentialHongKong  #PRUxSuperM 
                    ",404        ,0        ,20220419
19,prudential.hongkong,9 months ago,"
                        睇吓邊個施展渾身解數，話唔定會見到自己𠻹 👀
 
Watch the best  #WeDO Solo Dance Challenges with SuperM! See who’s got the moves and maybe spot yourself too 👀
 
 #英國保誠  #PrudentialHongKong  #PRUxSuperM 
                    ",453        ,3        ,20220419
20,prudential.hongkong,9 months ago,"
                        【投票喇❗️ Anson x Anson 🔥 We DO Dance神爭霸戰 – 你  #撐Team神徒 定係  #撐Team生粉 ？】

大家覺得 @ansonlht  💁🏻‍♂️嘅Team神徒定 @_kisang_  💁🏽‍♂️嘅Team生粉跳得好啲？好難揀呀🥺！

快啲喺我哋嘅IG睇返兩條Battle Team嘅跳舞片，之後喺個Post度投票  #撐Team神徒 或者  #撐Team生粉 ，再留言講低埋自己活出健康嘅心得，最有創意嘅參加者仲會獲得Anson Lo或Anson Kong各自嘅親筆簽名紀念卡* ➕  SuperM限量版明信片 ➕ 《保誠 x SuperM We DO網上演唱會及見面會》專屬通行證^（名額20個）！

投票及參加方法：
1. 喺呢個帖文嘅留言欄，加你想撐嗰隊嘅Hashtag：
👉🏻如果撐Anson Lo嗰隊就加  #撐Team神徒 
👉🏻如果撐Anson Kong嗰隊就加  #撐Team生粉
2. 分享自己活出健康嘅心得 

你哋都可以去保誠Pulse App入面「我的群組」嘅「Dance For Wellness」群組，喺指定嘅投票活動帖文入面投票㗎！

投票時間由今日起至2021年7月7日。

受條款及細則約束 : pruhk.co/vote

*根據參賽者喺活動帖文入面留言所選擇支持嘅隊伍而定。

^保誠將根據於Instagram、Facebook及Pulse內投票活動帖文上兩隊獲得之留言票數的總和以決定最終勝出隊伍，並透過Instagram DM或Pulse帖文留言區位置通知得獎者及收集個人資料以便安排領獎。

 #WeDODance神爭霸戰  #AnsonLo  #Team神徒  #AnsonKong  #Team生粉  #英國保誠  #PrudentialHongKong  #WeDO  #PRUxSuperM 
                    ",5k        ,1354        ,20220419
21,prudential.hongkong,9 months ago,"
                        【投票喇❗️ Anson x Anson 🔥 We DO Dance神爭霸戰終極10強 -  #Team神徒 vs  #Team生粉 Battle跳舞片】

好多神徒同生粉參加咗We DO Dance神爭霸戰比賽喇！你哋快啲睇吓邊隊跳得精彩啲啦！你撐 @ansonlht  💁🏻‍♂️嘅  #Team神徒 定 @_kisang_  💁🏽‍♂️嘅  #Team生粉？🤔

快啲投票啦！留言講低埋自己活出健康嘅心得，最有創意嘅參加者仲會獲得Anson Lo或Anson Kong各自嘅親筆簽名紀念卡* ➕ SuperM限量版明信片 ➕《保誠 x SuperM We DO網上演唱會及見面會》專屬通行證^（名額20個）！

投票及參加方法：
1. 喺呢個帖文留言欄，加你想撐嗰隊嘅Hashtag：
👉🏻如果撐Anson Lo嗰隊就加  #撐Team神徒 
👉🏻如果撐Anson Kong嗰隊就加  #撐Team生粉
2. 分享自己活出健康嘅心得 

你哋都可以去保誠Pulse App入面「我的群組」嘅「Dance For Wellness」群組，喺指定嘅投票活動帖文入面投票㗎！

投票時間由今日起至2021年7月7日。

受條款及細則約束：pruhk.co/vote

*根據參賽者喺活動帖文入面留言所選擇支持嘅隊伍而定。

^保誠將根據於Instagram、Facebook及Pulse內投票活動帖文上兩隊獲得之留言票數的總和以決定最終勝出隊伍，並透過Instagram DM或Pulse帖文留言區位置通知得獎者及收集個人資料以便安排領獎。

 #WeDODance神爭霸戰  #AnsonLo  #Team神徒  #AnsonKong  #Team生粉  #英國保誠  #PrudentialHongKong  #WeDO  #PRUxSuperM 
                    ",2k        ,1138        ,20220419
22,prudential.hongkong,10 months ago,"
                        【保誠Pulse用戶唔可以錯過嘅獨家《保誠 x SuperM We DO網上演唱會及見面會》🎵 】

睇韓國K-pop天團SuperM演唱會洗咩搶飛😍😍？而家至2021年6月30日，只要下載保誠Pulse健康應用程式並成功以手機號碼登入，就可以獲得《保誠 x SuperM We DO網上演唱會及見面會》嘅專屬通行證*，等大家可以感受到SuperM透過勁歌熱舞發放嘅正能量 ❤️ ，一齊用行動同SuperM舞出健康！

演唱會詳情📢
日期：2021年8月7日（星期六）
直播時間：下午5時

現有Pulse用戶都有份㗎！只需要喺2021年6月30日前完成以下步驟，就可以參加今次嘅活動︰
✅ 已經以手機號碼登記Pulse App嘅用戶：登入Pulse App一次
✅ 曾以其他方式登記Pulse App嘅用戶：登入Pulse App並於個人帳號中登記手機號碼

即刻喺App Store或Google Play商店搜尋同下載”We Do Pulse”，約定你8月7日一齊睇保誠 x SuperM演唱會！

*活動名額有限，先到先得，送完即止。保誠將稍後以SMS短訊方式通知得獎者《保誠 x SuperM We DO網上演唱會及見面會》嘅參加詳情。

 #英國保誠  #PrudentialHongKong  #PRUxSuperM  #WeDO  #保誠xSuperMWeDO網上演唱會及見面會

受條款及細則約束 : pruhk.co/concert-tnc 
                    ",1k        ,25        ,20220419
23,prudential.hongkong,10 months ago,"
                        【Anson x Anson 🔥 We DO Dance神爭霸戰🔥】

Wow~兩個Anson @ansonlht  💁🏻‍♂‍ @_kisang_  💁🏽‍♂‍用保誠 x SuperM  #WeDO 首歌跳嘅Freestyle，太型喇！😍係咪好想同兩個Anson組隊參加We DO Dance神爭霸戰呢？📢預埋你哋一齊玩，加入佢哋嘅隊伍撐Anson Lo或者Anson Kong啦：

1. 跟住  #WeDO MV副歌嘅音樂跳舞，自己Freestyle或者跟返SueperM跳都得，隨你喜歡！記得打直部電話📱嚟拍
2. 上載影片到自己Instagram帳號（記住要設定為""公開帳號""）
3. 喺IG帖文入面加呢3個Hashtag：
 #WeDODance神爭霸戰
 #PRUxSuperM
同埋你想Join嗰隊嘅Hashtag。如果想Join Anson Lo嗰隊就加  #Team神徒 ；如果想Join Anson Kong嗰隊就加  #Team生粉
4. 記得Tag埋 @prudential.hongkong 

又或者可以去保誠Pulse App入面「我的群組」嘅「Dance For Wellness」群組，喺「建立帖子」上載你嘅跳舞片！記得要加埋以上3個Hashtag（Pulse App最多只可以上載5MB檔案）

❗️留意❗️我哋會選出每隊跳得最好嘅5個Dance神組成Battle Team入圍決賽🤩可以贏到豐富獎品：
🎁Anson Lo或Anson Kong*各自嘅親筆簽名寶麗萊
🎁SuperM限量版筆記簿同明信片套裝
🎁《保誠 x SuperM We DO網上演唱會》專屬通行證
最後勝出嗰隊嘅5個終極Dance神仲會每人額外有HK$3,000百貨公司禮券！

比賽日期：2021年5月31日至6月16日。仲唔快啲參加？！

撳入我哋Bio條Link仲可以睇埋足本版保誠 x SuperM嘅  #WeDO MV！

而家就一齊用行動跳出健康啦！

*根據參賽者嘅參賽帖文上所選擇支持嘅隊伍而定。

保誠將會收集所有參賽影片並進行內部評分，之後透過Instagram DM或Pulse帖文留言區位置通知入圍參賽者及收集個人資料以便安排進入決賽。受條款及細則約束：pruhk.co/dance-son

 #WeDODance神爭霸戰  #AnsonLo  #Team神徒  #AnsonKong  #Team生粉  #返去練定WeDO隻舞  #英國保誠  #PrudentialHongKong  #WeDO  #PRUxSuperM 
                    ",7k        ,389        ,20220419
0,bowtiehongkong,2 weeks ago,"
                        【 #Bowtie資訊台 Omicron 期間 👨‍👩‍👧‍👦 家長要知道的事】

Omicron 確診數字雖然下降，但👦🏻小朋友仍然係高危一族！家長要做咩預防子女受感染？😟 如果子女不幸患病又應該點做？

👩🏻‍⚕️ Bowtie 搜羅 9 大疑問，並請 Bowtie 醫生為家長們提供答案同 Tips，希望可以幫大家紓憂解困！

 #新冠肺炎  #Omicron  #子女染疫  #bowtie  #保險
______________________
✨Bowtie、 @bowtiejphealth  聯同 @indicaidhk   合作一齊守護小朋友同家長，為染病小朋友提供免費視像診症送藥服務，即刻了解更多到 @indicaidhk  了解更多！ 
                    ",22        ,0        ,20220419
1,bowtiehongkong,1 month ago,"
                        【 #Bowtie CS病咗🥺  有問題？仲有其他方法搵答案！ 】

確診人數持續高企，我哋亦有部份 CS 哥哥姐姐確診，令到客戶服務人手緊張，查詢嘅等候時間可能會較以往長。但係我哋會盡力做，逐一解答你哋嘅問題。🙇🏻‍♂️ 

喺呢段期間，如果大家對保險同產品有任何疑問，🖥️ 可以考慮先嚟我哋網站了解咗先，上面設有網上自助中心同一班精算師、醫療專家等專業人士嘅分享，解答大家嘅保險迷思，咁就唔使等、又有答案！小編希望可以減輕 CS 哥哥姐姐負擔，等佢哋可以快啲回復狀態，💪🏻 長遠 Support 大家！

如果有任何需要，我哋仍然歡迎你致電 3008 8123 尋求協助。而因應目前情況，為咗更有效分配資源同維持服務質素，由即日起我哋會將暫停 WhatsApp 查詢服務，集中處理熱線及電郵查詢。如造成你嘅不便，我哋深感抱歉🙇🏻‍♂️ 感謝你嘅諒解！ Stay safe and healthy！

上網了解 Bowtie 產品及自己需要▶️ Link in bio
🔍 Bowtie 保險學堂 - 自願醫保全方位指南
🔍  Bowtie 保險學堂 - 人壽保全方位指南
🔍 5 秒助你揀至啱自己嘅醫保 Plan 
                    ",56        ,1        ,20220419
2,bowtiehongkong,1 month ago,"
                        【👩🏻‍🏫  #Bowtie保險學堂 開學啦！】

保險係理財重要嘅一 Part， 🤔 但睇親保險都苦惱忐忑？為響應 投委會錢家有道IFEC The Chin Family 一年一度舉行「香港理財月2022」，並配合今年嘅主題「理財要實力，自己先增值」，嚟 Bowtie 保險學堂，等精算師同醫療專家等專業人士同你多面睇保險，無論係自願醫保定人壽保，都同你由淺入深、一步步了解產品同自己需要，務求自我增值，做到「全民識保」，人人都係保險師！即刻去 bio link上學堂，睇 Bowtie 自願醫保全方位指南及 Bowtie 人壽保全方位指南！

有關香港理財月活動詳情及資訊，請瀏覽香港理財月網站 👉🏻 www.moneymonth.hk

 #資料任睇唔嬲  #自己睇都睇得掂  #Bowtie自願醫保  #Bowtie人壽保  #投委會  #IFEC  #錢家有道  #TheChinFamily  #香港理財月  #香港理財月2022  #HKMoneyMonth2022  #理財要實力  #自己先增值  #InvestInYourself 
                    ",20        ,0        ,20220419
3,bowtiehongkong,1 month ago,"
                        【Bowtie 搶先送 PayPayDuck Tee！】之「煲Bo」公開投稿招募已經圓滿結束喇！🎉🎉 你哋畫嘅二百幾隻「煲Bo」我哋全部都收到曬！好多謝大家嘅熱情參與！👏🏻 小編發現大家都非常之才華橫溢，每隻煲Bo 都好有個性！😎 幾經掙扎同熱烈討論之後，我哋挑選咗以下呢 30 位大師嘅「煲Bo」作為最後30強，排名不分先後，再次恭喜曬咁多位「煲Bo」大師！而家就同大家分享吓，分享吓小編嘅欣賞心聲！🎀

「煲Bo」大師選之三 🌟🌟🌟

1. 高手用 B-o-w-t-i-e 創作而成嘅煲 Bo！好犀利，仲令小編諗起叮噹多啦A夢！🔔- Shirley Tsang (FB)

2. 呢個係用中文字嚟畫 ，好有創意！又係煲，又係""保""泰人壽！- Christopher Kwok (FB)

3. 邊個話大 Bowtie 唔可以綁喺頭？呢隻煲 Bo 頭咁大個 bowtie 真係突破緊傳統界限！加上佢好似熱情地同大家say hello 👋，再次令小編諗起我哋非常熱心幫大家嘅客服團隊！💁‍♀️ - Suk Yung Chan (Yung Yung) (FB)

4.. 如果用動物形容 bowtie， 好似呢隻貓咁睇落人見人愛又幾好，至於畫得似唔似花生就要問吓 @kayan9896  喇 🤩 - deniseytc (IG)

5. 其實小編收咗好多幅煲！最後勝出嘅係呢幅雜菜Bow！🥬🥘 提醒大家呢排更加要食多啲菜，保持身體健康！💪 - Stephen Wong (FB)

6. 呢隻煲 Bo 好有設計感，仲會為大家注入愛心，關愛大家！💖 - 三文魚 (FB)

7. 另一高手表演充分利用b-o-w-t-i-e嚟創作，犀利！- May Zhuo (Facebook)

8. 呢隻煲 Bo 太、太、太得意喇！仲要識郁！😚 - helokman._.art (IG)

9. 另一隻可愛嘅貓煲 Bo 帶住個bowtie仔～ - tovo.0130 (IG)

10. 最後一位，係呢位煲 Bo！佢。。又唔係動物，又唔係物件，但就係令小編忘記唔到。。令人印象深刻！😆 - Thomas Ngan (FB)

落選嘅朋友唔駛灰心㗎！💪💪 事關小編都積極籌備緊更多好post同好玩嘢，請大家密切留意我哋喇！記得Follow埋我哋嘅 @bowcoffee.hk  同 @bowtiejphealth  啊！下次再玩喇！🤗 

 #Bowtie限量送圓滿結束  #PayPayDuckTee  #IT狗  #FB同IG都有得玩  #Debug保險  #Bowtie搞掂  #有人幫  #無人Sell  #Bowtie無佣金  #Bowtie  #有獎遊戲  #viutv 
                    ",81        ,0        ,20220419
4,bowtiehongkong,1 month ago,"
                        【Bowtie 搶先送 PayPayDuck Tee！】之「煲Bo」公開投稿招募已經圓滿結束喇！🎉🎉 你哋畫嘅二百幾隻「煲Bo」我哋全部都收到曬！好多謝大家嘅熱情參與！👏🏻 小編發現大家都非常之才華橫溢，每隻煲Bo 都好有個性！😎 幾經掙扎同熱烈討論之後，我哋挑選咗以下呢 30 位大師嘅「煲Bo」作為最後30強，排名不分先後，再次恭喜曬咁多位「煲Bo」大師！而家就同大家分享吓，分享吓小編嘅欣賞心聲！🎀

「煲Bo」大師選之二 🌟 🌟

1. 意識形態夠強！用水代表無限制，就同 bowtie 靈活突破傳統限制一樣！💧🤸 - chavilau (IG)

2. 好有concept，煲 Bo守護牙煙仔，減低風險！🤲 - nicoproject (IG)

3. 佢慈祥嘅笑容同真摯嘅眼神好有親切感，睇落仲有幾分似日本達摩，平安長壽好意頭！- teekass (IG)

4. 煲 Bo 超人嘅絕招就係對住hardsell講“唔駛喇唔該”！🦸 - lepetitb612 (IG)

5. 靈活運用bowtie成為煲 Bo 嘅body, 又幾flexi, 一於叫佢做Flexi-煲! 🥘 - yeung0726 (IG)

6. 呢盞煲 Bo 神燈， 希望為家帶嚟更多保障！💡- Kiko Lau (FB)

7. 連Bow 少女戰士都出動埋，真係要繼續好好保護大家！唔知 Bowtie 有cosplay會點呢。。😍 - Luna Inaba (FB)

8. 呢個煲Bow著住paypayduck又綁住大bowtie, 就好似一份禮物咁送俾身邊你愛嘅人！💝- Imbo_705 (IG) 

9. Candy 煲bo 睇落好sweet，同笑笑口，好正面！🍬 - Wai Ting Lau (FB)

10. 可愛B，又係睇落好可愛嘅煲 Bo ! 👶 - Eva Law (FB)

落選嘅朋友唔駛灰心㗎！💪💪 事關小編都積極籌備緊更多好post同好玩嘢，請大家密切留意我哋喇！記得Follow埋我哋嘅 @bowcoffee.hk  同 @bowtiejphealth  啊！下次再玩喇！🤗 

 #Bowtie限量送圓滿結束  #PayPayDuckTee  #IT狗  #FB同IG都有得玩  #Debug保險  #Bowtie搞掂  #有人幫  #無人Sell  #Bowtie無佣金  #Bowtie  #有獎遊戲  #viutv 
                    ",42        ,0        ,20220419
5,bowtiehongkong,1 month ago,"
                        【Bowtie 搶先送 PayPayDuck Tee！】之「煲Bo」公開投稿招募已經圓滿結束喇！🎉🎉 你哋畫嘅二百幾隻「煲Bo」我哋全部都收到曬！好多謝大家嘅熱情參與！👏🏻 小編發現大家都非常之才華橫溢，每隻煲Bo 都好有個性！😎 幾經掙扎同熱烈討論之後，我哋挑選咗以下呢 30 位大師嘅「煲Bo」作為最後30強，排名不分先後，再次恭喜曬咁多位「煲Bo」大師！而家就同大家分享吓，分享吓小編嘅欣賞心聲！🎀

「煲Bo」大師選之一 🌟

1. 話明送Paypayduck Tee 🦆，梗係要向披皮致敬，所以呢隻 Bow皮一定入圍。。佢實在太似披皮，respect！- Gnirof Chan (FB) 

2. 呢位煲 Bo 好可愛，好純真，就好似見到 Bowtie 嘅初心一樣！❤️ 「打煲呔」象徵特別時刻，好似畢業、結婚、見證子女或最愛嘅人嘅重要時刻咁。Bowtie嘅命名就係源於希望保障每一個人嘅特別時刻！ 為重要嘅人同時刻付出！ #makeinsurancegoodagain -  tui_izzv (IG)

3. 有火煲bo堅定嘅眼神令小編諗起 Bowtie 客服團隊！💁‍♀️ 佢哋一樣係咁熱情咁有火咁解答客戶問題！- Gordon Wong (FB)

4. 呢隻 煲 Bo Egg 好精靈，好似 Bowtie 三年前破蛋而出咁！仲有提醒大家就到復活節喇！🐣- abigail__0520 (IG)

5. 保險。。。兔？！🐰🐰 令我哋諗返起到之前同 @durexhongkong  嘅雙重保障crossover！- longtso29 (IG)

6. 手執重要元素，就係醫療同保障！💪 - sel.zzh_ (IG)

7. 致敬披皮畫風，係充滿動態嘅煲Bo ! - jasmine.jas.jas (IG)

8. 八爪魚夠晒靈活又聰明，仲識戴返個保障喺頭度！🐙 ⛑️ - Fawn Fung (FB)

9. 簡單嘅Bow仔，簡單線條畫出正面個性！😊 - Darren Lam (FB)

10.  繼續向披皮致敬，簡單易明！- cynthia_lui_ (IG)

落選嘅朋友唔駛灰心㗎！💪💪 事關小編都積極籌備緊更多好post同好玩嘢，請大家密切留意我哋喇！記得Follow埋我哋嘅 @bowcoffee.hk  同 @bowtiejphealth  啊！下次再玩喇！🤗 

 #Bowtie限量送圓滿結束  #PayPayDuckTee  #IT狗  #FB同IG都有得玩  #Debug保險  #Bowtie搞掂  #有人幫  #無人Sell  #Bowtie無佣金  #Bowtie  #有獎遊戲  #viutv 
                    ",78        ,0        ,20220419
6,bowtiehongkong,1 month ago,"
                        【🥊陪你長期對抗危疾 全新 Bowtie 危疾保 （多重保障）】

🏃🏻一世人流流長，萬一患上唔同嘅危疾或者癌症復發，但份危疾保 Claim 得一次點夠？有全新Bowtie 危疾保（多重保障）就唔怕啦！三大危疾 —— 癌症、中風及心臟病可 Claim 足 5 次*，仲要每次都賠足 100%。助你應付患病時嘅生活開支，唔使怕手停口停！Link in bio

✨ 限時優惠⁺：成功投保 Bowtie 危疾保 （多重保障），可享免 2 個月保費

全新 Bowtie 危疾保 (多重保障) 計劃特色：
✅多次賠償，每次賠足 100%
3 大危疾可多次索償，其他受保危疾均可索償 1 次，總共可索償 5 次*
✅涵蓋 98% 危疾索償個案¹
涵蓋常見危症，另額外保障 4 種「嚴重情況」，連未有病例嘅傷病都包
✅無儲蓄成份，保費夠抵，更具彈性
無綑綁月繳模式，靈活自主

——————————
Bowtie 🚀全港銷量 No. 1 網上保險^
✅成立兩年間，為港人提供超過 $300 億保障額
✅無中介、零佣金、無捆綁合約
✅客服貼心跟進，超過 90% 客戶獲得滿意答覆²

 #Bowtie  #Bowtie危疾保  #  #醫保  #醫療  #危疾  #意外  #人壽  #自願醫保  #高端醫保  #人壽保  #危疾保  #癌症保  #公司醫保
____________________
⁺優惠受條款細則約束
*就多重危疾保障之索償，癌症（首次癌症索償後出現的新確診、復發、擴散或延續癌症)、中風、心臟病及其他與心臟相關之疾病（包括冠狀動脈搭橋手術或其他嚴重的冠狀動脈疾病）需要符合額外要求，詳情請參閱保單條款及細則，以及不保事項。
¹根據某再保險公司在 2008-2012 於亞洲區進行的重大疾病調查，癌症、冠狀動脈搭橋手術、心臟病、其他嚴重的冠狀動脈疾病、中風、良性腦腫瘤及腎衰竭於香港女性危疾保險索償中佔約 97%。其餘數據為 Bowtie 以不同途徑搜集的公開資料，並透過數學運算得出，僅供一般性的教育及參考用途。
^根據保險業監管局發表長期保險業務 2021 年上半年的臨時統計數字，以新造直接業務（如 數碼渠道）的個人人壽類別中，保泰人壽就直接銷售渠道錄得具保費之保單數目為全港最高。
²來源來自 Bowtie 投保平台數據
Bowtie 危疾保 （多重保障）由 Bowtie 所承保，產品只擬於香港銷售。以上資料只供參考。有關產品詳細條款及細則，請參閱相關產品網站及保單。 
                    ",19        ,0        ,20220419
7,bowtiehongkong,1 month ago,"
                        臨收工想話買份自願醫保，唔使趕頭趕命嘅！買醫保唔使限時限刻😏 ，隨時隨地上 Bowtie 了解產品、報價同投保，仲毋須會面，唔使俾 Office hour 框住你，想幾時就幾時啦！

不過投保優惠係限時㗎，而家用【2022】成功投保 Bowtie 自願醫保，可享免 2 個月保費 + 一次身體檢查（價值 HK$1,200）⁺ 👉🏻 bowtie.com.hk
____________________
⁺優惠受條款細則約束
Bowtie 自願醫保由保泰人壽保險有限公司所承保，產品只擬於香港銷售。受條款及細則及不保事項約束。以上只供參考。有關產品詳細條款及細則、產品風險及不保事項，請參閱保單。 
                    ",67        ,2        ,20220419
8,bowtiehongkong,1 month ago,"
                        【 🧪 「新冠病毒快速測試保障」將延伸至 Bowtie 其他保險產品 ！】

早前我哋為 Bowtie 自願醫保客戶推出「新冠病毒快速測試保障」，兩星期內已錄得超過一千宗索償，反映大家對快速檢測保障有殷切需求。有見及此，我哋決定將為 Bowtie 所有保險產品嘅客戶都提供相關保障，💪🏻 以陪伴更多客戶度過難關，鼓勵大家多做檢測，以保障自己同身邊人。

📝 由即日起至 2022 年 3 月 31 日，Bowtie自願醫保、Bowtie 戰癌保及 Bowtie 觸木保客戶都可以就新冠病毒測試費用申請索償⁺，每名保單受保人可享最多兩次、每次上限為港幣 100 元嘅新冠病毒測試費用賠償。

而 Bowtie 危疾保及 Bowtie 人壽保嘅客戶亦預計於下星期陸續開始可申請索償新冠病毒測試費用，客戶可留意相關嘅電郵通知。

有關「新冠病毒快速測試保障」詳情及索償程序，可到👉🏻 Bowtie 網站了解更多！ Link in Bio
_________________
⁺保障受條款細則約束。
Bowtie 自願醫保、Bowtie 戰癌保、Bowtie 危疾保及 Bowtie 人壽保及 Bowtie 觸木保由保泰人壽保險有限公司所承保，產品只擬於香港銷售。受條款及細則及不保事項約束。以上只供參考。有關產品詳細條款及細則、產品風險及不保事項，請參閱保單。 
                    ",26        ,0        ,20220419
9,bowtiehongkong,1 month ago,"
                        【Bowtie 限量送出 PayPayDuck Tee！之「煲Bo」公開投稿招募？！ 】

「件 Tee 有冇？」，今次件 Tee 真係有喇！鑑於早前阿信同我哋 Co-CEO 阿 Fred 交換波衫反應非常熱烈，小編知道大家都好想要件 PayPayDuck T-shirt！所以詢眾要求，千呼萬喚，我哋決定限量！送出 30 件！🦆👕

點先攞到？方法好簡單！就係幫 Bowtie 創作一隻「煲 Bo」(讀 Bobo 啊🤣)！

見到「披皮」嘅成功，Bowtie 都好需要有一隻有「藝術感」嘅「煲 Bo」去表達我哋自由奔放、靈活突破傳統嘅個性！所以請大家幫手！幫我哋畫一隻「煲 Bo」！🎨 🖌️ 我哋會選出最有創意嗰 30 隻作品，將獨家 PayPayDuck Tee送出以示感謝！🤝 (包括 Facebook 及 Instagram 用戶，各平台選出 15 位 ，合共送出 30 件)

記住！「藝術」嘅嘢好難觸摸！最緊要忠於自己嘅感覺！就會有好嘅創作！期待煲 Bo 誕生！活動期間仲會不時分享精彩作品！😎

🎮  遊戲步驟* (必須完成以下步驟)
1️⃣ Follow Bowtie Instagram 專頁及 Like/ 讚好 此 post
2️⃣ 用 @bowtiehongkong  嘅 Add Yours Tag (喺我哋嘅 story highlight 就會搵到喇！) 將你嘅「煲 Bo」upload 至 IG story 及 Tag @bowtiehongkong 
3️⃣ 記得將 IG account 校成 public，以確保我哋收到你嘅作品！(如果唔想 public account 都可以 screencap 你嘅「煲Bo」IG story 再 DM 俾我哋）
 ( ✅ 教學請睇我哋 IG highlight) 
4️⃣ 喺返呢個 Post 度留言：「我畫好喇」同 tag 兩個frd 

得獎者名單將於 2022 年 3 月 11 日於留言欄內公佈 ( Bowtie 會註明得獎者嘅遞交途徑)。公佈名單後，得獎者可將個人資料(姓名，姓名及郵寄地址) 傳送訊息至Bowtie Instagram 專頁，所有獎品將於遊戲截止後一個月內，透過郵寄方式送出。
————————————
遊戲截止日期：2022 年 3 月 4 日 11:59 pm
所有被修改過或涉及抄襲的「Comment/ 留言/作品」將不會被接納。有關活動嘅條款及細則 Link in bio

 #Bowtie限量送  #PayPayDuckTee  #IT狗  #FB同IG都有得玩  #Debug保險  #Bowtie搞掂  #有人幫  #無人Sell  #Bowtie無佣金  #Bowtie  #有獎遊戲  #viutv 
                    ",705        ,155        ,20220419
